,PC1,PC2
0,-5.679520319780974,9.75370278010435
1,-3.1919677022690616,7.008843928322807
2,-1.5522926036368017,4.220951427168908
3,-0.44720510869489105,1.2792353163905728
4,1.0537588264585962,-0.7885313738624696
5,0.6969226854310772,-0.8705778131696044
6,1.3943359264620285,0.47342698687340146
7,1.858893365087108,0.713889110260322
8,1.7599335711168946,0.6914929154023512
9,2.4442546047006375,-0.8286049466042942
10,2.0604222605926137,-1.3077615731878494
11,1.4276991223309514,-1.8808309679923825
12,1.0548131718198985,-1.9323370691537318
13,0.04292125701914172,-3.2736606993228334
14,-1.1736100144270745,-4.925346152874139
15,-1.0633141416752268,-3.751535273536571
16,-0.9886071804730299,-3.6765226873746184
17,-0.9658359686522318,-3.467246217828982
18,-0.9306348172978365,-5.309219046547709
19,-0.14967202690285042,-4.997472099265195
20,0.4318365355054731,-4.648603277706412
21,1.1194824610829335,-4.162719592339492
22,1.8342961655813774,-2.4693144008253727
23,1.808667454676035,-1.9612502419387676
24,1.92862962265712,-1.5554504496719241
25,2.025935827621681,-1.4609810579316331
26,2.6753860149111075,-0.8026172168251915
27,2.638218339499176,-0.7317103352531887
28,2.049779649943605,-1.4495779749884068
29,1.4581207947613448,-1.7801451509908945
30,1.8796266726208328,-1.100654570533343
31,2.322577645930912,-0.1720085572963124
32,2.3283703105430695,-0.007673185901751231
33,2.0050739767407078,-0.421846296118229
34,1.0336446950519924,-1.5830521999411462
35,0.345584880428845,-2.14593709951539
36,-0.8762493390353796,-3.549198096469538
37,-0.0005444295345126244,-2.1611119613992584
38,0.11993416795379182,-1.9433300111444338
39,0.3607527659534111,-1.638076615964935
40,0.8904453909306123,-0.7451073151887171
41,1.3439276376847096,-0.25478793632724883
42,1.0844818960523308,-0.19609813917385802
43,0.5384864991665625,-1.0450585643706187
44,-0.5574371972136997,-2.6534400080046248
45,-0.24331844409727113,-1.769168090743993
46,-0.6247322867581407,-1.9080297342201098
47,-0.8872319948540887,-2.003383451992235
48,-1.6744143081200578,-2.5793823402311062
49,-1.7784379684860463,-2.1825238146506143
50,-1.1773526602163757,-1.8424784066842916
51,-0.5964838515298636,-1.0945611084514846
52,-0.47666593867979207,-2.15490925546816
53,-0.06100914500910985,-2.2077262310093597
54,0.38480633547622817,-2.0833389665827275
55,0.5685358596442281,-2.818738154814142
56,1.1671780357696624,-2.435139289300798
57,1.590341562853996,-2.3861009011815084
58,1.788515646355342,-2.271366202572701
59,2.238286566002905,-2.5806772192989627
60,2.519614047613445,-2.1936798111105604
61,2.28205985133811,-2.3981567568325337
62,2.1751967907370133,-1.973940467049309
63,2.5975872727275697,-1.5389096360506627
64,2.8405398218559617,-0.9640730179414995
65,2.4822085654620634,-0.9818619544031225
66,2.4557925023880243,-0.7351960660021131
67,2.094712490413931,-0.9442399648482309
68,1.571783000407534,-1.074917399462692
69,1.6136673378825825,-0.812254785003204
70,1.7682013128740433,-0.3313571413084231
71,1.6204711976384356,-0.40568838220993225
72,1.2981756988320423,-0.3234423319380257
73,1.5280134729687538,0.037232864080686885
74,1.6859788103073183,0.15549432512753433
75,1.838774447859063,0.131732763971997
76,1.2156924814066905,-0.37955237408457626
77,0.49170458997296745,-1.1201331898252505
78,-0.2328741035648216,-2.0091833993179415
79,-0.6767931161638463,-1.7772366796485195
80,-0.5317746266463096,-2.54203768406143
81,-0.843177773276007,-2.8624037888415956
82,-1.421348055553033,-3.2083668217367394
83,-0.8877388456683446,-2.168616948206905
84,-0.5925620401260269,-2.485682339024355
85,-0.7685842336516305,-2.8826872596092774
86,-1.0555761235497119,-2.662137984332039
87,-1.9053268474580114,-3.691955191598321
88,-2.1150418757820577,-3.5897923391356743
89,-2.8065049142935603,-4.136734777006769
90,-4.664653823301856,-6.154463807597245
91,-3.9409811895995177,-4.045275421812185
92,-3.785946894066712,-3.0080300751645206
93,-2.7238692176612207,-1.1987928154203435
94,-2.8675899000215646,-1.2076676761886682
95,-4.046320168860513,-2.581300254559803
96,-4.679893818729188,-3.0030395995619097
97,-4.580914327655295,-2.568044985559555
98,-4.039966638427411,-1.1845671491797414
99,-3.639947857045418,-0.3763125672191965
100,-3.2336267012230775,0.029953015049448615
101,-2.6163550490163123,-0.29581232072712943
102,-2.410254206323578,-0.7216987162804814
103,-2.0276955085278776,-0.34767800470920396
104,-1.780223956812653,0.07744377573399461
105,-2.0499549294018915,0.030752345084426903
106,-1.7151672873581114,0.8581554769857609
107,-1.6999766213092908,1.0854740337436317
108,-1.3218240484621846,1.7042568606921373
109,-1.4620639734111922,1.835531553594176
110,-2.904033458480265,0.04476016408532293
111,-4.667932725982139,-2.0542766212221046
112,-5.097348022384634,-1.6381146621687497
113,-4.930257097159826,-1.0692786678815214
114,-5.295829967457507,-0.9162573925285586
115,-5.37210395539558,-0.8122732169151301
116,-4.941722027719278,-0.610222009061001
117,-4.576897846590915,0.1426119220239062
118,-3.897027638158151,0.7903277186951643
119,-3.1550838161192325,1.1470560160097742
120,-2.830754758841908,1.2911630039327933
121,-2.852423840515175,1.3799586267150228
122,-2.9522129272322832,1.5436399603144213
123,-3.3916165939466776,1.0715637903141118
124,-3.22853085899361,1.6694653680126559
125,-2.890368169186143,1.7477329821618592
126,-2.6032644946216346,1.5629719131901676
127,-2.0795735417681613,1.624990433304642
128,-1.7741141449511484,1.634744336634805
129,-1.6919117780451598,1.8810442478499838
130,-1.6068389205874716,1.6594517685314818
131,-1.7643456691723334,1.86449352277299
132,-1.767197168977752,1.4200473980094273
133,-1.4122640267408633,1.2003466247589867
134,-1.3526220254002521,1.189643258058118
135,-1.3759116289441948,0.9900179409843315
136,-0.9753620261015206,1.104146114452271
137,-0.7763345472918843,0.8349706259451762
138,-0.4617326776783951,0.9079876732800811
139,-0.21841552804901276,1.6749961751659939
140,-0.280699566330994,1.930309421645217
141,-0.30759486644992123,1.2611530335143157
142,-0.2267127066874399,0.6676103277785954
143,-0.1990353482967922,-0.8217748289842395
144,0.08627251769005206,-0.6062765571426226
145,0.36661089088056115,0.1965701609027199
146,0.4398308088529564,-0.6998568489009395
147,1.1099604309343583,0.2089379915064226
148,1.165851101568118,0.4046647629962008
149,1.428464290355469,0.32083389044397975
150,1.6520628564486184,1.318916252457472
151,1.7859592721693434,0.6047415112925261
152,2.0854211182734383,0.7778991176158649
153,2.062831500372199,0.0945569630634454
154,2.4618003656624587,0.2030639626549895
155,2.751009724698025,0.5814084177114143
156,2.6838578311066787,-0.25090356007964854
157,2.937069750305467,0.385512687822939
158,2.683239032751584,0.13576619290089703
159,2.021616961251226,-0.4670624461571908
160,1.9149349291872497,-0.02541074610943296
161,1.8529964830478698,0.2883066522170111
162,2.293914081119172,1.0182083127651946
163,1.8180966510190104,0.152466719013098
164,0.8660288753283883,-0.3590032830005147
165,0.2816420349631765,-1.029977226432213
166,-0.4479934039189807,-1.5654566115593895
167,-0.40933623308565326,-0.6026491977251426
168,-0.3145106978485422,-0.3468389132279448
169,-0.6076987543725,-0.2640642015423601
170,-0.590447017267582,-0.03702739399803508
171,-0.7361011555481036,-0.04515186857400262
172,-0.20309297931048836,0.8972381874353883
173,-0.11989328983942603,-0.7337272333099519
174,-0.8097132979402142,-1.6238027185608332
175,-0.9117866585818186,-1.1505370917813034
176,-1.3709783679643142,-1.5875640016752282
177,-2.7229895127321146,-3.209089279642614
178,-1.9028232271848362,-1.395794098344192
179,-1.7073149111698394,-1.875494944778404
180,-1.5545950793014731,-1.8321597346728804
181,-1.1166164663980904,-0.34984531000044383
182,-1.5781236539762828,-0.7485542301184904
183,-1.484366102133816,-0.35848994032470644
184,-1.122193324177214,0.4009406504282989
185,-2.1057763921035755,-1.0803365466722628
186,-3.1541038848188125,-2.3393908288747824
187,-4.2891725864426,-3.450171156030033
188,-4.680050839801595,-3.4151642666627122
189,-3.691770343179293,-1.825176054970013
190,-3.004610296777738,-0.4354569624155444
191,-2.3024352224839104,0.44045416105500057
192,-2.638364240825224,0.5850053412559086
193,-2.8750643258043436,0.6430086971597487
194,-3.048349218853314,0.7821059810429599
195,-3.083753533576539,1.2994182977931943
196,-3.2157044507823507,0.7803507186430285
197,-3.016820628435571,0.8500048206765518
198,-3.025299348274609,0.7475672710906529
199,-2.880691186463519,0.13012997063085177
200,-2.5178935143271985,1.3995287834652506
201,-2.094320100125811,1.7759700814863153
202,-2.084457642820223,1.3814381607615496
203,-1.7799137965585918,1.0263528623116012
204,-1.5572572259752953,0.5309930923733596
205,-1.5929354952292736,0.14580828832013007
206,-2.1866889203636632,-0.5743292343222323
207,-2.520931737538781,-2.8022291853153494
208,-2.286503193609492,-2.06733310770414
